Time,X,Y,Z,VX,VY,VZ
97100,544499.6702780786,967254.0110666007,-6882369.904197964,7538.468353297762,-82.19600662599282,584.8549768474688
97200,1293669.2901809842,953366.1725311247,-6783552.798373279,7430.230965891746,-195.28838914512244,1389.5490912563762
97300,2027633.6648025746,928272.8746983283,-6605004.706739032,7234.661821944956,-306.0854305684144,2177.9110051294156
97400,2737766.0994153703,892269.053431748,-6348824.207008675,6954.059559524352,-413.28487184389604,2940.674663837481
97500,3415720.0084495004,845777.8814025493,-6018022.329193961,6591.722215969889,-515.6267473803542,3668.874946361609
97600,4053526.99946979,789345.796593081,-5616487.181569654,6151.9085695483245,-611.9081666409869,4353.952841796895
97700,4643690.557592053,723636.0782551877,-5148938.241241814,5639.788022300866,-700.997475501318,4987.856212649831
97800,5179274.154083114,649421.0505479694,-4620870.880147968,5061.379828149917,-781.8475564255896,5563.134430510706
97900,5653982.770082898,567573.005293609,-4038491.777108761,4423.4823541426185,-853.5081328338265,6073.025926174475
98000,6062236.885262301,479053.94939788274,-3408645.966934276,3733.593176365856,-915.1369377947194,6511.537659019935
98100,6399238.057159659,384904.29768438876,-2738736.3857590645,2999.820948843606,-966.009613932836,6873.515558509747
98200,6661025.318669324,286230.644422497,-2036636.860942363,2230.790075412875,-1005.5282273750881,7154.705104067354
98300,6844521.731656915,184192.75731704204,-1310599.5684961518,1435.5393940666374,-1033.2282923340863,7351.801307584687
98400,6947570.554860685,79989.94873331583,-569158.05931211,623.4160490721904,-1048.784231447061,7462.487565752402
98500,6968960.600338732,-25153.028187027456,178973.09518824093,-196.0346642039069,-1052.0132080664557,7485.462928224329
98600,6908440.455907528,-130000.36736047515,925000.6778155377,-1013.1812855616525,-1042.8772701967855,7420.457352520896
98700,6766721.448802409,-233319.73738176646,1660156.195000844,-1818.4194088717409,-1021.4837979153933,7268.234887593214
98800,6545469.282796256,-333896.76714480895,2375798.9473441313,-2602.2846048466754,-988.0842407800121,7030.584690011082
98900,6247284.457715151,-430549.3174285902,3063517.577224566,-3355.563709672153,-943.0711591884763,6710.29997214346
